수험번호,선택과목,문제번호,대분류,중분류,소분류,학생이 쓴 답,정답,배점
128,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,5,2,4
128,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
128,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
128,공통,14,수학Ⅱ,적분법,정적분 활용,3,5,4
128,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
128,공통,16,수학Ⅰ,지수와 로그,로그 방정식,316,7,3
128,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
128,공통,18,수학Ⅰ,수열,수열의 합,34,13,3
128,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,188,4,3
128,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
128,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,890,220,4
128,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
128,미적분,23,미적분,극한,함수의 극한값,1,1,2
128,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
128,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
128,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
128,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,2,3,3
128,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
128,미적분,29,미적분,미분법,역함수의 미분,147,3,4
128,미적분,30,미적분,정적분,정적분과 미분의 활용,11,283,4
129,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
129,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
129,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
129,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,5,1,3
129,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
129,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
129,공통,7,수학Ⅰ,수열,수열의 합,3,5,3
129,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
129,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
129,공통,10,수학Ⅱ,적분법,속도와 거리,2,4,4
129,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
129,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
129,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
129,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
129,공통,15,수학Ⅰ,수열,점화식 문제,1,3,4
129,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
129,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
129,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
129,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
129,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
129,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
129,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
129,미적분,23,미적분,극한,함수의 극한값,1,1,2
129,미적분,24,미적분,정적분,정적분 계산 문제,4,2,3
129,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
129,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
129,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
129,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
129,미적분,29,미적분,미분법,역함수의 미분,614,3,4
129,미적분,30,미적분,정적분,정적분과 미분의 활용,42,283,4
130,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
130,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
130,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
130,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
130,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
130,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
130,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
130,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
130,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
130,공통,10,수학Ⅱ,적분법,속도와 거리,1,4,4
130,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,5,2,4
130,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
130,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
130,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
130,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
130,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
130,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
130,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
130,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
130,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
130,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
130,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
130,미적분,23,미적분,극한,함수의 극한값,5,1,2
130,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
130,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
130,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
130,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
130,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
130,미적분,29,미적분,미분법,역함수의 미분,713,3,4
130,미적분,30,미적분,정적분,정적분과 미분의 활용,185,283,4
131,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
131,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
131,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
131,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
131,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
131,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
131,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
131,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
131,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,5,3,4
131,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
131,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,4,2,4
131,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
131,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,4,5,4
131,공통,14,수학Ⅱ,적분법,정적분 활용,4,5,4
131,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
131,공통,16,수학Ⅰ,지수와 로그,로그 방정식,957,7,3
131,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
131,공통,18,수학Ⅰ,수열,수열의 합,115,13,3
131,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,92,4,3
131,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
131,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
131,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
131,미적분,23,미적분,극한,함수의 극한값,1,1,2
131,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
131,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
131,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
131,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
131,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
131,미적분,29,미적분,미분법,역함수의 미분,606,3,4
131,미적분,30,미적분,정적분,정적분과 미분의 활용,243,283,4
132,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
132,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
132,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
132,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
132,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
132,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
132,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
132,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
132,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
132,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
132,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,5,2,4
132,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,4,2,4
132,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
132,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
132,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
132,공통,16,수학Ⅰ,지수와 로그,로그 방정식,180,7,3
132,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,826,16,3
132,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
132,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,389,4,3
132,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
132,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
132,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,393,58,4
132,미적분,23,미적분,극한,함수의 극한값,1,1,2
132,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
132,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,4,5,3
132,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
132,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
132,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
132,미적분,29,미적분,미분법,역함수의 미분,933,3,4
132,미적분,30,미적분,정적분,정적분과 미분의 활용,535,283,4
133,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
133,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
133,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
133,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,5,1,3
133,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
133,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,2,5,3
133,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
133,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
133,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
133,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
133,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,5,2,4
133,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
133,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
133,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
133,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
133,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
133,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
133,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
133,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
133,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
133,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
133,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,531,58,4
133,미적분,23,미적분,극한,함수의 극한값,1,1,2
133,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
133,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
133,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
133,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
133,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
133,미적분,29,미적분,미분법,역함수의 미분,196,3,4
133,미적분,30,미적분,정적분,정적분과 미분의 활용,636,283,4
134,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
134,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
134,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
134,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
134,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
134,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,2,5,3
134,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
134,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
134,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
134,공통,10,수학Ⅱ,적분법,속도와 거리,3,4,4
134,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
134,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,4,2,4
134,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
134,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
134,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
134,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
134,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
134,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
134,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,693,4,3
134,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
134,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
134,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
134,미적분,23,미적분,극한,함수의 극한값,1,1,2
134,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
134,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
134,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
134,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
134,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
134,미적분,29,미적분,미분법,역함수의 미분,502,3,4
134,미적분,30,미적분,정적분,정적분과 미분의 활용,78,283,4
135,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
135,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
135,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
135,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
135,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
135,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,2,5,3
135,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
135,공통,8,수학Ⅱ,미분법,접선의 방정식,5,1,3
135,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
135,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
135,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
135,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
135,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
135,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
135,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
135,공통,16,수학Ⅰ,지수와 로그,로그 방정식,593,7,3
135,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
135,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
135,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
135,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
135,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
135,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,728,58,4
135,미적분,23,미적분,극한,함수의 극한값,1,1,2
135,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
135,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
135,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
135,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
135,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
135,미적분,29,미적분,미분법,역함수의 미분,194,3,4
135,미적분,30,미적분,정적분,정적분과 미분의 활용,508,283,4
136,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
136,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
136,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
136,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
136,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
136,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
136,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
136,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
136,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
136,공통,10,수학Ⅱ,적분법,속도와 거리,5,4,4
136,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
136,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
136,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,2,5,4
136,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
136,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
136,공통,16,수학Ⅰ,지수와 로그,로그 방정식,603,7,3
136,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
136,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
136,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
136,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
136,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
136,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
136,미적분,23,미적분,극한,함수의 극한값,4,1,2
136,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
136,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
136,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
136,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
136,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
136,미적분,29,미적분,미분법,역함수의 미분,57,3,4
136,미적분,30,미적분,정적분,정적분과 미분의 활용,947,283,4
137,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
137,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
137,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
137,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
137,공통,5,수학Ⅰ,수열,등차수열의 일반항,4,3,3
137,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
137,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
137,공통,8,수학Ⅱ,미분법,접선의 방정식,3,1,3
137,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
137,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
137,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
137,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
137,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
137,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
137,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
137,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
137,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
137,공통,18,수학Ⅰ,수열,수열의 합,330,13,3
137,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
137,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
137,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,324,220,4
137,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
137,미적분,23,미적분,극한,함수의 극한값,1,1,2
137,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
137,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
137,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
137,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
137,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
137,미적분,29,미적분,미분법,역함수의 미분,651,3,4
137,미적분,30,미적분,정적분,정적분과 미분의 활용,337,283,4
138,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
138,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
138,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
138,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
138,공통,5,수학Ⅰ,수열,등차수열의 일반항,2,3,3
138,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
138,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
138,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
138,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
138,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
138,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
138,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
138,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
138,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
138,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
138,공통,16,수학Ⅰ,지수와 로그,로그 방정식,249,7,3
138,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
138,공통,18,수학Ⅰ,수열,수열의 합,697,13,3
138,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
138,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
138,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
138,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
138,미적분,23,미적분,극한,함수의 극한값,1,1,2
138,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
138,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
138,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
138,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
138,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
138,미적분,29,미적분,미분법,역함수의 미분,492,3,4
138,미적분,30,미적분,정적분,정적분과 미분의 활용,769,283,4
139,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
139,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
139,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
139,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
139,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
139,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
139,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
139,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
139,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
139,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
139,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
139,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
139,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,2,5,4
139,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
139,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
139,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
139,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,503,16,3
139,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
139,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
139,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,844,80,4
139,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
139,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
139,미적분,23,미적분,극한,함수의 극한값,1,1,2
139,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
139,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
139,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
139,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
139,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
139,미적분,29,미적분,미분법,역함수의 미분,897,3,4
139,미적분,30,미적분,정적분,정적분과 미분의 활용,107,283,4
140,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
140,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
140,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
140,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
140,공통,5,수학Ⅰ,수열,등차수열의 일반항,5,3,3
140,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
140,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
140,공통,8,수학Ⅱ,미분법,접선의 방정식,2,1,3
140,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
140,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
140,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
140,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
140,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
140,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
140,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
140,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
140,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
140,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
140,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
140,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
140,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,873,220,4
140,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,181,58,4
140,미적분,23,미적분,극한,함수의 극한값,1,1,2
140,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
140,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
140,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
140,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
140,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
140,미적분,29,미적분,미분법,역함수의 미분,426,3,4
140,미적분,30,미적분,정적분,정적분과 미분의 활용,556,283,4
141,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
141,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
141,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
141,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,2,1,3
141,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
